participant_id,paragraph_id,region,region_text,aoi_id,aoi_text,dwell_time
l12_345,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,3,the,0
l12_345,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,4,following,158
l12_345,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,5,characteristics,201
l12_345,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,6,does,0
l12_345,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,7,Angela,0
l12_345,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,8,Erdman,281
l12_345,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,9,share,0
l12_345,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,10,with,431
l12_345,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,11,her,223
l12_345,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,12,grandfather?,430
l12_345,5,answer_A,Open-mindedness,13,Open-mindedness,834
l12_345,5,answer_B,Love for writing,14,Love,0
l12_345,5,answer_B,Love for writing,15,for,421
l12_345,5,answer_B,Love for writing,16,writing,0
l12_345,5,answer_D,Love for museums,17,Love,352
l12_345,5,answer_D,Love for museums,18,for,143
l12_345,5,answer_D,Love for museums,19,museums,0
l12_345,5,answer_C,Opposition to polluting the sea,20,Opposition,177
l12_345,5,answer_C,Opposition to polluting the sea,21,to,0
l12_345,5,answer_C,Opposition to polluting the sea,22,polluting,238
l12_345,5,answer_C,Opposition to polluting the sea,23,the,0
l12_345,5,answer_C,Opposition to polluting the sea,24,sea,0
l13_348,2,question,What did Angela's visitor deliver?,1,What,258
l13_348,2,question,What did Angela's visitor deliver?,2,did,0
l13_348,2,question,What did Angela's visitor deliver?,3,Angela's,337
l13_348,2,question,What did Angela's visitor deliver?,4,visitor,471
l13_348,2,question,What did Angela's visitor deliver?,5,deliver?,1101
l13_348,2,answer_C,A letter from a museum in Hamburg,6,A,0
l13_348,2,answer_C,A letter from a museum in Hamburg,7,letter,380
l13_348,2,answer_C,A letter from a museum in Hamburg,8,from,1182
l13_348,2,answer_C,A letter from a museum in Hamburg,9,a,0
l13_348,2,answer_C,A letter from a museum in Hamburg,10,museum,477
l13_348,2,answer_C,A letter from a museum in Hamburg,11,in,683
l13_348,2,answer_C,A letter from a museum in Hamburg,12,Hamburg,216
l13_348,2,answer_B,A message from the post office,13,A,0
l13_348,2,answer_B,A message from the post office,14,message,358
l13_348,2,answer_B,A message from the post office,15,from,0
l13_348,2,answer_B,A message from the post office,16,the,0
l13_348,2,answer_B,A message from the post office,17,post,162
l13_348,2,answer_B,A message from the post office,18,office,103
l13_348,2,answer_D,A package for Angela,19,A,0
l13_348,2,answer_D,A package for Angela,20,package,368
l13_348,2,answer_D,A package for Angela,21,for,0
l13_348,2,answer_D,A package for Angela,22,Angela,0
l13_348,2,answer_A,News of the discovery of the bottle,23,News,316
l13_348,2,answer_A,News of the discovery of the bottle,24,of,0
l13_348,2,answer_A,News of the discovery of the bottle,25,the,131
l13_348,2,answer_A,News of the discovery of the bottle,26,discovery,126
l13_348,2,answer_A,News of the discovery of the bottle,27,of,0
l13_348,2,answer_A,News of the discovery of the bottle,28,the,172
l13_348,2,answer_A,News of the discovery of the bottle,29,bottle,90
l14_352,1,question,Who threw the bottle into the Baltic Sea?,1,Who,153
l14_352,1,question,Who threw the bottle into the Baltic Sea?,2,threw,146
l14_352,1,question,Who threw the bottle into the Baltic Sea?,3,the,328
l14_352,1,question,Who threw the bottle into the Baltic Sea?,4,bottle,132
l14_352,1,question,Who threw the bottle into the Baltic Sea?,5,into,0
l14_352,1,question,Who threw the bottle into the Baltic Sea?,6,the,157
l14_352,1,question,Who threw the bottle into the Baltic Sea?,7,Baltic,238
l14_352,1,question,Who threw the bottle into the Baltic Sea?,8,Sea?,0
l14_352,1,answer_C,A museum worker,9,A,119
l14_352,1,answer_C,A museum worker,10,museum,142
l14_352,1,answer_C,A museum worker,11,worker,0
l14_352,1,answer_B,Angela Erdmann,12,Angela,339
l14_352,1,answer_B,Angela Erdmann,13,Erdmann,242
l14_352,1,answer_D,A fisherman,14,A,0
l14_352,1,answer_D,A fisherman,15,fisherman,434
l14_352,1,answer_A,Angela Erdmann's grandfather,16,Angela,591
l14_352,1,answer_A,Angela Erdmann's grandfather,17,Erdmann's,626
l14_352,1,answer_A,Angela Erdmann's grandfather,18,grandfather,578
l15_350,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",1,According,393
l15_350,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",2,to,0
l15_350,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",3,"researchers,",175
l15_350,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",4,when,0
l15_350,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",5,did,76
l15_350,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",6,Richard,362
l15_350,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",7,Platz,241
l15_350,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",8,throw,0
l15_350,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",9,the,0
l15_350,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",10,bottle,559
l15_350,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",11,into,0
l15_350,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",12,the,291
l15_350,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",13,sea?,342
l15_350,4,answer_C,At the age of 54,14,At,0
l15_350,4,answer_C,At the age of 54,15,the,0
l15_350,4,answer_C,At the age of 54,16,age,218
l15_350,4,answer_C,At the age of 54,17,of,0
l15_350,4,answer_C,At the age of 54,18,54,215
l15_350,4,answer_B,Before 1913,19,Before,0
l15_350,4,answer_B,Before 1913,20,1913,417
l15_350,4,answer_D,Before 1901,21,Before,0
l15_350,4,answer_D,Before 1901,22,1901,236
l15_350,4,answer_A,At the age of 20,23,At,0
l15_350,4,answer_A,At the age of 20,24,the,0
l15_350,4,answer_A,At the age of 20,25,age,708
l15_350,4,answer_A,At the age of 20,26,of,205
l15_350,4,answer_A,At the age of 20,27,20,0
l16_354,6,question,What will happen to the bottle after the experts finish examining the text?,1,What,175
l16_354,6,question,What will happen to the bottle after the experts finish examining the text?,2,will,0
l16_354,6,question,What will happen to the bottle after the experts finish examining the text?,3,happen,132
l16_354,6,question,What will happen to the bottle after the experts finish examining the text?,4,to,0
l16_354,6,question,What will happen to the bottle after the experts finish examining the text?,5,the,197
l16_354,6,question,What will happen to the bottle after the experts finish examining the text?,6,bottle,97
l16_354,6,question,What will happen to the bottle after the experts finish examining the text?,7,after,161
l16_354,6,question,What will happen to the bottle after the experts finish examining the text?,8,the,0
l16_354,6,question,What will happen to the bottle after the experts finish examining the text?,9,experts,345
l16_354,6,question,What will happen to the bottle after the experts finish examining the text?,10,finish,333
l16_354,6,question,What will happen to the bottle after the experts finish examining the text?,11,examining,812
l16_354,6,question,What will happen to the bottle after the experts finish examining the text?,12,the,0
l16_354,6,question,What will happen to the bottle after the experts finish examining the text?,13,text?,224
l16_354,6,answer_C,Photos of it will be put on display,14,Photos,749
l16_354,6,answer_C,Photos of it will be put on display,15,of,0
l16_354,6,answer_C,Photos of it will be put on display,16,it,0
l16_354,6,answer_C,Photos of it will be put on display,17,will,488
l16_354,6,answer_C,Photos of it will be put on display,18,be,187
l16_354,6,answer_C,Photos of it will be put on display,19,put,161
l16_354,6,answer_C,Photos of it will be put on display,20,on,160
l16_354,6,answer_C,Photos of it will be put on display,21,display,0
l16_354,6,answer_B,It will stay at the Maritime Museum,22,It,0
l16_354,6,answer_B,It will stay at the Maritime Museum,23,will,165
l16_354,6,answer_B,It will stay at the Maritime Museum,24,stay,139
l16_354,6,answer_B,It will stay at the Maritime Museum,25,at,0
l16_354,6,answer_B,It will stay at the Maritime Museum,26,the,0
l16_354,6,answer_B,It will stay at the Maritime Museum,27,Maritime,199
l16_354,6,answer_B,It will stay at the Maritime Museum,28,Museum,104
l16_354,6,answer_A,Its fate is not known,29,Its,0
l16_354,6,answer_A,Its fate is not known,30,fate,342
l16_354,6,answer_A,Its fate is not known,31,is,220
l16_354,6,answer_A,Its fate is not known,32,not,0
l16_354,6,answer_A,Its fate is not known,33,known,0
l16_354,6,answer_D,It will be given to Erdmann,34,It,0
l16_354,6,answer_D,It will be given to Erdmann,35,will,326
l16_354,6,answer_D,It will be given to Erdmann,36,be,157
l16_354,6,answer_D,It will be given to Erdmann,37,given,383
l16_354,6,answer_D,It will be given to Erdmann,38,to,0
l16_354,6,answer_D,It will be given to Erdmann,39,Erdmann,0
l17_356,3,question,How was the bottle discovered?,1,How,153
l17_356,3,question,How was the bottle discovered?,2,was,258
l17_356,3,question,How was the bottle discovered?,3,the,0
l17_356,3,question,How was the bottle discovered?,4,bottle,438
l17_356,3,question,How was the bottle discovered?,5,discovered?,815
l17_356,3,answer_A,A fisherman discovered it,6,A,219
l17_356,3,answer_A,A fisherman discovered it,7,fisherman,524
l17_356,3,answer_A,A fisherman discovered it,8,discovered,546
l17_356,3,answer_A,A fisherman discovered it,9,it,0
l17_356,3,answer_C,Holger von Neuhoff discovered it,10,Holger,0
l17_356,3,answer_C,Holger von Neuhoff discovered it,11,von,160
l17_356,3,answer_C,Holger von Neuhoff discovered it,12,Neuhoff,187
l17_356,3,answer_C,Holger von Neuhoff discovered it,13,discovered,720
l17_356,3,answer_C,Holger von Neuhoff discovered it,14,it,0
l17_356,3,answer_D,A boy discovered it while playing in the sea,15,A,0
l17_356,3,answer_D,A boy discovered it while playing in the sea,16,boy,0
l17_356,3,answer_D,A boy discovered it while playing in the sea,17,discovered,155
l17_356,3,answer_D,A boy discovered it while playing in the sea,18,it,231
l17_356,3,answer_D,A boy discovered it while playing in the sea,19,while,0
l17_356,3,answer_D,A boy discovered it while playing in the sea,20,playing,0
l17_356,3,answer_D,A boy discovered it while playing in the sea,21,in,0
l17_356,3,answer_D,A boy discovered it while playing in the sea,22,the,0
l17_356,3,answer_D,A boy discovered it while playing in the sea,23,sea,117
l17_356,3,answer_B,It washed up on the shore of Kiel,24,It,0
l17_356,3,answer_B,It washed up on the shore of Kiel,25,washed,284
l17_356,3,answer_B,It washed up on the shore of Kiel,26,up,0
l17_356,3,answer_B,It washed up on the shore of Kiel,27,on,0
l17_356,3,answer_B,It washed up on the shore of Kiel,28,the,281
l17_356,3,answer_B,It washed up on the shore of Kiel,29,shore,296
l17_356,3,answer_B,It washed up on the shore of Kiel,30,of,0
l17_356,3,answer_B,It washed up on the shore of Kiel,31,Kiel,0
l18_449,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,1,Which,194
l18_449,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,2,of,122
l18_449,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,3,the,0
l18_449,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,4,following,137
l18_449,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,5,characteristics,169
l18_449,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,6,does,245
l18_449,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,7,Angela,131
l18_449,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,8,Erdman,386
l18_449,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,9,share,0
l18_449,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,10,with,342
l18_449,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,11,her,0
l18_449,5,question,Which of the following characteristics does Angela Erdman share with her grandfather?,12,grandfather?,422
l18_449,5,answer_D,Love for museums,13,Love,794
l18_449,5,answer_D,Love for museums,14,for,253
l18_449,5,answer_D,Love for museums,15,museums,777
l18_449,5,answer_B,Love for writing,16,Love,2148
l18_449,5,answer_B,Love for writing,17,for,1289
l18_449,5,answer_B,Love for writing,18,writing,529
l18_449,5,answer_C,Opposition to polluting the sea,19,Opposition,471
l18_449,5,answer_C,Opposition to polluting the sea,20,to,187
l18_449,5,answer_C,Opposition to polluting the sea,21,polluting,414
l18_449,5,answer_C,Opposition to polluting the sea,22,the,109
l18_449,5,answer_C,Opposition to polluting the sea,23,sea,0
l18_449,5,answer_A,Open-mindedness,24,Open-mindedness,1759
l19_365,2,question,What did Angela's visitor deliver?,1,What,160
l19_365,2,question,What did Angela's visitor deliver?,2,did,261
l19_365,2,question,What did Angela's visitor deliver?,3,Angela's,173
l19_365,2,question,What did Angela's visitor deliver?,4,visitor,0
l19_365,2,question,What did Angela's visitor deliver?,5,deliver?,1542
l19_365,2,answer_A,News of the discovery of the bottle,6,News,907
l19_365,2,answer_A,News of the discovery of the bottle,7,of,1836
l19_365,2,answer_A,News of the discovery of the bottle,8,the,319
l19_365,2,answer_A,News of the discovery of the bottle,9,discovery,1521
l19_365,2,answer_A,News of the discovery of the bottle,10,of,163
l19_365,2,answer_A,News of the discovery of the bottle,11,the,0
l19_365,2,answer_A,News of the discovery of the bottle,12,bottle,348
l19_365,2,answer_B,A message from the post office,13,A,0
l19_365,2,answer_B,A message from the post office,14,message,539
l19_365,2,answer_B,A message from the post office,15,from,453
l19_365,2,answer_B,A message from the post office,16,the,213
l19_365,2,answer_B,A message from the post office,17,post,733
l19_365,2,answer_B,A message from the post office,18,office,112
l19_365,2,answer_C,A letter from a museum in Hamburg,19,A,0
l19_365,2,answer_C,A letter from a museum in Hamburg,20,letter,924
l19_365,2,answer_C,A letter from a museum in Hamburg,21,from,413
l19_365,2,answer_C,A letter from a museum in Hamburg,22,a,218
l19_365,2,answer_C,A letter from a museum in Hamburg,23,museum,1073
l19_365,2,answer_C,A letter from a museum in Hamburg,24,in,248
l19_365,2,answer_C,A letter from a museum in Hamburg,25,Hamburg,300
l19_365,2,answer_D,A package for Angela,26,A,0
l19_365,2,answer_D,A package for Angela,27,package,360
l19_365,2,answer_D,A package for Angela,28,for,201
l19_365,2,answer_D,A package for Angela,29,Angela,0
l1_322,2,question,What did Angela's visitor deliver?,1,What,157
l1_322,2,question,What did Angela's visitor deliver?,2,did,162
l1_322,2,question,What did Angela's visitor deliver?,3,Angela's,301
l1_322,2,question,What did Angela's visitor deliver?,4,visitor,700
l1_322,2,question,What did Angela's visitor deliver?,5,deliver?,475
l1_322,2,answer_B,A message from the post office,6,A,0
l1_322,2,answer_B,A message from the post office,7,message,165
l1_322,2,answer_B,A message from the post office,8,from,237
l1_322,2,answer_B,A message from the post office,9,the,0
l1_322,2,answer_B,A message from the post office,10,post,364
l1_322,2,answer_B,A message from the post office,11,office,0
l1_322,2,answer_C,A letter from a museum in Hamburg,12,A,0
l1_322,2,answer_C,A letter from a museum in Hamburg,13,letter,361
l1_322,2,answer_C,A letter from a museum in Hamburg,14,from,615
l1_322,2,answer_C,A letter from a museum in Hamburg,15,a,296
l1_322,2,answer_C,A letter from a museum in Hamburg,16,museum,141
l1_322,2,answer_C,A letter from a museum in Hamburg,17,in,0
l1_322,2,answer_C,A letter from a museum in Hamburg,18,Hamburg,481
l1_322,2,answer_D,A package for Angela,19,A,127
l1_322,2,answer_D,A package for Angela,20,package,309
l1_322,2,answer_D,A package for Angela,21,for,0
l1_322,2,answer_D,A package for Angela,22,Angela,239
l1_322,2,answer_A,News of the discovery of the bottle,23,News,415
l1_322,2,answer_A,News of the discovery of the bottle,24,of,0
l1_322,2,answer_A,News of the discovery of the bottle,25,the,0
l1_322,2,answer_A,News of the discovery of the bottle,26,discovery,311
l1_322,2,answer_A,News of the discovery of the bottle,27,of,0
l1_322,2,answer_A,News of the discovery of the bottle,28,the,177
l1_322,2,answer_A,News of the discovery of the bottle,29,bottle,139
l20_362,1,question,Who threw the bottle into the Baltic Sea?,1,Who,148
l20_362,1,question,Who threw the bottle into the Baltic Sea?,2,threw,0
l20_362,1,question,Who threw the bottle into the Baltic Sea?,3,the,0
l20_362,1,question,Who threw the bottle into the Baltic Sea?,4,bottle,134
l20_362,1,question,Who threw the bottle into the Baltic Sea?,5,into,0
l20_362,1,question,Who threw the bottle into the Baltic Sea?,6,the,0
l20_362,1,question,Who threw the bottle into the Baltic Sea?,7,Baltic,568
l20_362,1,question,Who threw the bottle into the Baltic Sea?,8,Sea?,0
l20_362,1,answer_B,Angela Erdmann,9,Angela,251
l20_362,1,answer_B,Angela Erdmann,10,Erdmann,0
l20_362,1,answer_C,A museum worker,11,A,0
l20_362,1,answer_C,A museum worker,12,museum,245
l20_362,1,answer_C,A museum worker,13,worker,0
l20_362,1,answer_D,A fisherman,14,A,0
l20_362,1,answer_D,A fisherman,15,fisherman,0
l20_362,1,answer_A,Angela Erdmann's grandfather,16,Angela,172
l20_362,1,answer_A,Angela Erdmann's grandfather,17,Erdmann's,312
l20_362,1,answer_A,Angela Erdmann's grandfather,18,grandfather,176
l21_366,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",1,According,181
l21_366,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",2,to,0
l21_366,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",3,"researchers,",102
l21_366,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",4,when,209
l21_366,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",5,did,0
l21_366,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",6,Richard,595
l21_366,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",7,Platz,0
l21_366,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",8,throw,0
l21_366,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",9,the,0
l21_366,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",10,bottle,1152
l21_366,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",11,into,0
l21_366,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",12,the,0
l21_366,4,question,"According to researchers, when did Richard Platz throw the bottle into the sea?",13,sea?,0
l21_366,4,answer_C,At the age of 54,14,At,0
l21_366,4,answer_C,At the age of 54,15,the,0
l21_366,4,answer_C,At the age of 54,16,age,0
l21_366,4,answer_C,At the age of 54,17,of,152
l21_366,4,answer_C,At the age of 54,18,54,0
l21_366,4,answer_D,Before 1901,19,Before,0
l21_366,4,answer_D,Before 1901,20,1901,301
l21_366,4,answer_B,Before 1913,21,Before,0
l21_366,4,answer_B,Before 1913,22,1913,335
l21_366,4,answer_A,At the age of 20,23,At,0
l21_366,4,answer_A,At the age of 20,24,the,227
l21_366,4,answer_A,At the age of 20,25,age,204
l21_366,4,answer_A,At the age of 20,26,of,111
l21_366,4,answer_A,At the age of 20,27,20,0
l22_367,6,question,What will happen to the bottle after the experts finish examining the text?,1,What,207
l22_367,6,question,What will happen to the bottle after the experts finish examining the text?,2,will,138
l22_367,6,question,What will happen to the bottle after the experts finish examining the text?,3,happen,0
l22_367,6,question,What will happen to the bottle after the experts finish examining the text?,4,to,0
l22_367,6,question,What will happen to the bottle after the experts finish examining the text?,5,the,376
l22_367,6,question,What will happen to the bottle after the experts finish examining the text?,6,bottle,0
l22_367,6,question,What will happen to the bottle after the experts finish examining the text?,7,after,0
l22_367,6,question,What will happen to the bottle after the experts finish examining the text?,8,the,163
l22_367,6,question,What will happen to the bottle after the experts finish examining the text?,9,experts,173
l22_367,6,question,What will happen to the bottle after the experts finish examining the text?,10,finish,408
l22_367,6,question,What will happen to the bottle after the experts finish examining the text?,11,examining,428
l22_367,6,question,What will happen to the bottle after the experts finish examining the text?,12,the,0
l22_367,6,question,What will happen to the bottle after the experts finish examining the text?,13,text?,150
